Soil Parameters
STAS
19,1   'BB      DRYSMC      F11     MAXSMC   REFSMC   SATPSI  SATDK       SATDW     WLTSMC  QTZ    '
1,    3.162613,    0.010,    -0.472,    0.4994096,    0.146905,    0.069,    3.600981e-05,    0.608E-6,    0.010,    0.92,    'SAND'
2,    4.828935978494623,    0.028,    -1.044,    0.46722542577777776,    0.23840938559321986,    0.036,    1.0895672124463519e-05,    0.514E-5,    0.028,    0.82,    'LOAMY SAND'
3,    5.3730414408602165,    0.047,    -0.569,    0.48165281422222206,    0.23840938559321986,    0.141,    4.041444341201718e-06,    0.805E-5,    0.047,    0.60,    'SANDY LOAM'
4,    6.041837738351257,    0.084,    0.162,    0.5282643768888889,    0.22409237288135558,    0.759,    2.1714069978540777e-06,    0.239E-4,    0.084,    0.25,    'SILT LOAM'
5,    6.041837738351257,    0.084,    0.162,    0.5282643768888889,    0.23840938559321986,    0.759,    2.1714069978540777e-06,    0.239E-4,    0.084,    0.10,    'SILT'
6,    5.9511534946236555,    0.066,    -0.327,    0.4872018097777776,    0.2047955296610168,    0.355,    2.611870339055794e-06,    0.143E-4,    0.066,    0.40,    'LOAM'
7,    7.6741541254480286,    0.067,    -1.491,    0.44835884088888883,    0.19545834745762672,    0.135,    3.4387050321888416e-06,    0.990E-5,    0.067,    0.60,    'SANDY CLAY LOAM'
8,    9.884582566308246,    0.120,    -1.118,    0.5149467875555555,    0.24089930084745723,    0.617,    1.5686676888412022e-06,    0.237E-4,    0.120,    0.10,    'SILTY CLAY LOAM'
9,    9.261128390681005,    0.103,    -1.297,    0.5160565866666665,    0.2377869067796609,    0.263,    1.8932196244635188e-06,    0.113E-4,    0.103,    0.35,    'CLAY LOAM'
10,    12.163024189964158,    0.100,    -3.209,    0.45057843911111106,    0.21039783898305053,    0.098,    5.579202321888413e-06,    0.187E-4,    0.100,    0.52,    'SANDY CLAY'
11,    11.77761615412187,    0.126,    -1.916,    0.519385984,    0.2514814406779657,    0.324,    1.035475223175966e-06,    0.964E-5,    0.126,    0.10,    'SILTY CLAY'
12,   11.55,    0.138,    -2.138,   0.468,   0.412,   0.468,  9.74E-7,  0.112E-4,   0.138,  0.25, 'CLAY'
13,    5.25,    0.066,    -0.327,   0.439,   0.329,   0.355,  3.38E-6,  0.143E-4,   0.066,  0.05, 'ORGANIC MATERIAL'
14,     0.0,      0.0,       0.0,     1.0,     0.0,     0.0,      0.0,       0.0,     0.0,  0.60, 'WATER'
15,    2.79,    0.006,    -1.111,    0.20,    0.17,   0.069,  1.41E-4,  0.136E-3,   0.006,  0.07, 'BEDROCK'
16,    4.26,    0.028,    -1.044,   0.421,   0.283,   0.036,  1.41E-5,  0.514E-5,   0.028,  0.25, 'OTHER(land-ice)'
17,   11.55,    0.030,   -10.472,   0.468,   0.454,   0.468,  9.74E-7,  0.112E-4,   0.030,  0.60, 'PLAYA'
18,    2.79,    0.006,    -0.472,   0.200,    0.17,   0.069,  1.41E-4,  0.136E-3,   0.006,  0.52, 'LAVA'
19,    2.79,     0.01,    -0.472,   0.339,   0.236,   0.069,  4.66E-5,  0.608E-6,    0.01,  0.92, 'WHITE SAND'
Soil Parameters
STAS-RUC
19,1   'BB      DRYSMC       HC     MAXSMC   REFSMC   SATPSI  SATDK       SATDW     WLTSMC  QTZ    '
